"character","dialogue","episode","annotation"
"LISA","Just take mine. A simple cupcake will bring me no pleasure. Bart and Homer give each other high fives.","7G06   MOANING LISA","5"
"LISA","Mrs. Gross, there's a bunch of cars coming right this way.","7G06   MOANING LISA","5"
"LISA","I'm wailing out for the homeless family living out of its car. The Iowa farmer whose land has been taken away by unfeeling bureaucrats. The West Virginia coal miner, coughing up his...","7G06   MOANING LISA","3"
"LISA","It's not that kind of sad. I'm sorry, Dad, but you wouldn't understand.","7G06   MOANING LISA","3"
"LISA","I'm just wondering what's the point? Would it make any difference at all if I never existed? How can we sleep at night when there's so much suffering in the world? Homer stares blankly.","7G06   MOANING LISA","8"
"LISA","Sorry, Dad. I know you mean well. She gives him a kiss and climbs off his knee.","7G06   MOANING LISA","2"
"LISA","So typical of Bart. All he thinks about is himself.","7G06   MOANING LISA","2"
"LISA","No, Maggie! Come here, girl. Come to me. Maggie starts to veer towards Lisa.","7G06   MOANING LISA","2"
"LISA","Maggie, just go to the one you love most. Maggie heads straight between Lisa and Bart, for the TV behind them. She switches it on and SUCKS happily. strapped in an electric chair. ITCHY, a mouse, throws the switch and the cat fries gruesomely.","7G06   MOANING LISA","2"
"LISA","No, that's okay, Dad.  I'll just work on my fingering. Unless my fingers clacking on the keys is too","7G06   MOANING LISA","1"
"LISA","I got a bratty brother. He bugs me every day. And this mornin' my own mother gave my last cupcake away! My Dad acts like he belongs... he belongs in the zoo. I'm the sa...dest kid in grade number two. They both PLAY a big finish, then stop.","7G06   MOANING LISA","2"
"LISA","Marge looks at her expectantly, but Lisa shakes her head. Marge pulls up to the school to drop Lisa off for band practice.","7G06   MOANING LISA","2"
"LISA","It's a symbol of what we can all do if we put our minds to it.","7G07   THE TELLTALE HEAD","8"
"LISA","Come on, Bart. We can all use a few laughs right now.","7G07   THE TELLTALE HEAD","2"
"LISA","Bart, it's entirely up to you and your conscience whether you tell Mom and Dad, but in six minutes I'm going to tell them myself.","7G07   THE TELLTALE HEAD","2"
"LISA","Remember, Dad. The handle of the Big Dipper points to the North Star.","7G09   THE CALL OF THE SIMPSONS","2"
"LISA","Well, I heard a hideous story about it once in the schoolyard.","7G09   THE CALL OF THE SIMPSONS","4"
"LISA","This is going to be the best birthday breakfast Mom ever had.","7G11   LIFE ON THE FAST LANE","8"
"LISA","Well, I think she's gonna like my hand- made birthday card better.","7G11   LIFE ON THE FAST LANE","8"
"LISA","Then how comes she's not putting on any of your perfume?","7G11   LIFE ON THE FAST LANE","5"
"LISA","Oh, Bart, don't you see? This is what psychologists call over-compensation. Mom is racked with guilt because her marriage is failing.","7G11   LIFE ON THE FAST LANE","2"
"LISA","Bart, I read about what happens to kids whose parents no longer love and cherish each other. They go through eight separate stages. Right now, I'm in Stage 3, fear. You're in Stage 2,","7G11   LIFE ON THE FAST LANE","2"
"LISA","Sorry, Bart. I'd love to help you but I'm mired in Stage 5, self-pity. Bart goes back to Homer.","7G11   LIFE ON THE FAST LANE","2"
"LISA","If cartoons were meant for adults, they'd put them on in prime time. Marge picks up the telephone and dials.","7G12   KRUSTY GETS BUSTED","8"
"LISA","I'm watching Sideshow Bob. You know, he's a lot less patronizing than Krusty used to be.","7G12   KRUSTY GETS BUSTED","8"
"LISA","Snap out of it, Bart. Face the facts. All those hours we spent staring at Krusty, we were staring at a crook. Bart shuts off the Tv.","7G12   KRUSTY GETS BUSTED","8"
"LISA","Come on, Bart. The tape showed that the robber heated up a burrito.","7G12   KRUSTY GETS BUSTED","5"
"LISA","Don't you remember the get-well card we sent to Krusty? It was after his heart attack, when he had a pacemaker put in.","7G12   KRUSTY GETS BUSTED","5"
"LISA","No! Don't you get it, Bart? How could Krusty have been reading a magazine if he can't read?","7G12   KRUSTY GETS BUSTED","8"
"LISA","Bart, I'm starting to think you're right. Krusty was framed. Did he have any enemies?","7G12   KRUSTY GETS BUSTED","8"
"LISA","You know, in Albania the unit of currency is called the lek.","7G13   THE CREPES OF WRATH","8"
"LISA","And the national flag is a two-headed eagle on a red field.","7G13   THE CREPES OF WRATH","5"
"LISA","Your paper-thin commitment to your children sends shivers down my spine. May I be excused?","7G13   THE CREPES OF WRATH","7"
"LISA","Bart, I have something to say that's gonna bother me if I don't say it... it's good to see you.","7G13   THE CREPES OF WRATH","7"
"LISA","What are you so happy about? Bart goes to the cupboard and looks through the available cereals as he speaks. He pulls out a box of Chocolate","8F03   BART THE MURDERER","7"
"LISA","No one wants your stupid police badge, Bart. Homer strolls in, adjusting his tie and police badge.","8F03   BART THE MURDERER","8"
"LISA","I think this is something Bart would really have enjoyed. But it’s the only way he’1ll learn.","8F03   BART THE MURDERER","8"
"LISA","No, Dad, Krusty is our guest. (TO KRUSTY) Your pratfalls and Punchinello","8F05   LIKE FATHER LIKE CLOWN","3"
"LISA","Dad, There are many prominent Jewish entertainers including Lauren Bacall, Dinah Shore, William Shatner, and Mel Brooks.","8F05   LIKE FATHER LIKE CLOWN","8"
"LISA","Poor Krusty, he’s like a black velvet painting come to life.","8F05   LIKE FATHER LIKE CLOWN","3"
"LISA","A man who envies our family is a man who needs help.","8F05   LIKE FATHER LIKE CLOWN","8"
"LISA","No, no. We’re not converting, we just want to find a Rabbi Krustofsky.","8F05   LIKE FATHER LIKE CLOWN","3"
"LISA","Bart, we’ve been going about this all wrong. What’s the one thing rabbis prize above everything else?","8F05   LIKE FATHER LIKE CLOWN","8"
"LISA","Let’s see... Judaism... ethical origins of... guilt, guilt, guilt, guilt... rodeo stars... Sammy Davis, Jr.. and","8F05   LIKE FATHER LIKE CLOWN","8"
"LISA","This looks good Bart. Take it to hin. She hands Bart the paper.","8F05   LIKE FATHER LIKE CLOWN","2"
"LISA","Not quite. I got some dynamite stuff from Rabbi Simon ben Eleazar.","8F05   LIKE FATHER LIKE CLOWN","3"
"LISA","Here you go, Bart. It’s a long shot, but, that’s all I can do without learning ancient Hebrew. Bart looks at her.","8F05   LIKE FATHER LIKE CLOWN","2"
"LISA","Bart! I am not going to learn ancient Hebrew. Bart gives her a look and heads off.","8F05   LIKE FATHER LIKE CLOWN","8"
"LISA","No. Dad, I broke my last saxophone reed, and I need you to get me a new one.","8F06   LISA'S PONY","5"
"LISA","I called her. She’s not home. I also tried Mr. Flanders, Aunt Patty, Aunt Selma, Dr. Hibbert, Reverend Lovejoy and that nice man who caught the snake in our basement.","8F06   LISA'S PONY","3"
"LISA","Mom, where is he? If I don’t get that reed I’11 sound terrible.","8F06   LISA'S PONY","5"
"LISA","I love you, Dad! Homer smiles - she means it. Marge MURMURS. The horse","8F06   LISA'S PONY","2"
"LISA","Snowball II... Santa’s Little Helper... this is Princess. Please don’t exclude her because she’s different.","8F06   LISA'S PONY","8"
"LISA","Oh look. You haven’t touched your salt lick. Num num, good salt lick.","8F06   LISA'S PONY","5"
"LISA","Wait! I see where this is going. You’re going to make me give up Princess. Well, you can’t make me. I love her, and I won’t let...","8F06   LISA'S PONY","7"
"LISA","All the years I’ve lobbied to be treated like an adult have blown up in my face.","8F06   LISA'S PONY","8"
"LISA","She likes a little carrot after her oats. And she really likes it when you scratch her behind the ear. And if you’re playing the radio, she likes contemporary adult in the morning and easy listening at night. Please take","8F06   LISA'S PONY","3"
"LISA","I was the perfect age, and you the perfect horse. I/’11 never","8F06   LISA'S PONY","3"
"LISA","Dad, I understand the sacrifice you’ve made for me. That’s why I gave up the pony.","8F06   LISA'S PONY","3"
"LISA","Hmmm hmmm, There’s a big dumb animal I love even more than that horse.","8F06   LISA'S PONY","3"
"LISA","Oh, Dad. I feel so bad for you. You’re going to live the rest of your life with the accusing looks on our faces and the anchors on our hearts.","8F09   BURNS VERKAUFEN DER KRAFTWERK","7"
"LISA","No. Because they’re efficient and punctual, with a strong work ethic.","8F09   BURNS VERKAUFEN DER KRAFTWERK","8"
"LISA","I made a new bar of soap by squeezing all our little soap slivers together.","8F09   BURNS VERKAUFEN DER KRAFTWERK","5"
"LISA","My jump rope broke, but I just tied it back together.","8F09   BURNS VERKAUFEN DER KRAFTWERK","5"
"LISA","It seems like every week our lives are thrown into a turmoil, but somehow everything works itself out.","8F09   BURNS VERKAUFEN DER KRAFTWERK","7"
"LISA","Dad, can I have some money to buy Bart a birthday present?","8F11   RADIO BART","2"
"LISA","I dreamed I was married to Corey, and we lived on a pony farm... The CAMERA MOVES DOWN to Bart’s microphone, under the bed.","8F11   RADIO BART","3"
"LISA","+..and Corey was always walking around with his shirt off. Bart and Milhouse LAUGH.","8F11   RADIO BART","3"
"LISA","Bart Simpson! People are going to want your head on a pole when they find out you’ve been toying with their sympathies.","8F11   RADIO BART","2"
"LISA","Maybe not, but I bet you’re stupid enough to have left a ""Property of Bart Simpson"" label on that radio. Bart’s eyes pop and his jaw drops. WHIP PAN out the window, down the street and down the well to the radio. There is a “Property of Bart Simpson"" sticker on the back. WHIP PAN back to Bart. He SLAPS his forehead.","8F11   RADIO BART","2"
"LISA","Mom, did you see my lucky Mom, can you sig this per- red cap? Mom, where’s my mission slip for my field lucky red cap? Mom, aren’t trip? Mom, I hate those","8F14   HOMER ALONE","2"
"LISA","Mom, he’s doing it again. Bart, quit it! Quit it! Hey quit it! Quit it!","8F14   HOMER ALONE","2"
"LISA","You think you know fear? Well, I’ve seen them naked.","8F14   HOMER ALONE","7"
"LISA","Bart you really shouldn’t be looking through other people’s things. Find anything good? Bart pulls out a gigantic bra.","8F14   HOMER ALONE","8"
"LISA","I just had a terrible thought. What if mom doesn’t get better and we have to stay here for the rest of our lives?","8F14   HOMER ALONE","2"
"LISA","It was horrible. Next time If I ever go looking for you go, just lock us in the my heart’s desire, I won’t basement with some bread go looking any farther and water...  than my own","8F14   HOMER ALONE","7"
"LISA","Well, I'm going to be a famous jazz musician. I've got it all figured out. I'll be unappreciated in my own country, but my gutsy blues stylings will electrify the French. I'll avoid the horrors of drug abuse, but I do plan to have several torrid love affairs. And I may or may not die young, I haven't decided.","8F15   SEPARATE VOCATIONS","1"
"LISA","Dear Log... This will be my last entry. For you were a journal of my hopes and dreams, and now I have none.","8F15   SEPARATE VOCATIONS","5"
"LISA","If you think it's so great, why don't you join the band?","8F15   SEPARATE VOCATIONS","8"
"LISA","Janey, I'm about ready to chuck the whole stinking alphabet.","8F15   SEPARATE VOCATIONS","3"
"LISA","Okay, but if you really want to honk Skinner off, I suggest you attack the one thing he truly believes in. Intrigued, the girls stop shoving Lisa.","8F15   SEPARATE VOCATIONS","3"
"LISA","Well, you're earning your eighteen grand a year. The class GIGGLES again. Miss Hoover looks very mad.","8F15   SEPARATE VOCATIONS","3"
"LISA","Come on, Bart. In your pre-Fascist days, you knew the giddy thrill of","8F15   SEPARATE VOCATIONS","2"
"LISA","I can't let you do this, Bart. Principal Skinner, I took the books.","8F15   SEPARATE VOCATIONS","8"
"LISA","Well spoken, superb clog-dancer... I think we have a winner.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","Looks only count for thirty percent of the final score.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","I didn't think she could handle the job. How wrong I was. They join hands and SIGH in unison.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","I didn’t think she could handle the job. How wrong I was.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","I didn’t think she could handle the job. How wrong I was. They join hands and SIGH in unison.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","Wow! My mother the actress. I feel like Lucie Arnaz-Luckinbill.","8F18   A STREETCAR NAMED MARGE","7"
"LISA","Big Daddy, would y’all mind passin’ a 1i/l ol’ biscuit?","8F18   A STREETCAR NAMED MARGE","5"
"LISA","Big Daddy, would y’all mind passin’ a 1i’1 ol’ biscuit?","8F18   A STREETCAR NAMED MARGE","5"
"LISA","I think it's supposed to symbolize her descent into madness.","8F18   A STREETCAR NAMED MARGE","8"
"LISA","Help yourself, Bart. I’m reading the last issue of the recently folded ""Eternity"" magazine. Lisa is reading a ""Discover""-type magazine. We see a","8F22   BART'S FRIEND FALLS IN LOVE","5"
"LISA","Dad, what if I told you, you could lose weight without dieting or lifting a finger?","8F22   BART'S FRIEND FALLS IN LOVE","2"
"LISA","According to Eternity Magazine you can lose weight through subliminal learning. That’s where an idea is subtly implanted in your head without you even knowing it.","8F22   BART'S FRIEND FALLS IN LOVE","5"
"LISA","If you call this number, they’1l send you tapes you listen to while you sleep. As you hear new-age music, a powerful message goes to your brain, telling you to eat less.","8F22   BART'S FRIEND FALLS IN LOVE","3"
